Geoid20,Adjacent_Geoids
371010404003012,"371010405021002, 371010405021004, 371010404003019, 371010404003016, 371010405021001, 371010404003013, 371010404003011, 371010404003010, 371010404003006, 371010401032024"
371010413021020,"371010413012003, 371010413021037, 371010413021035, 371010413021018, 371010413012002, 371010413021021, 371010413021019, 371010413021000"
371010401011011,"371010401011009, 371010401011012, 371010401011013, 371010401011008"
371010402082006,"371010402053001, 371010402081000, 371010402082005, 371010402082004"
370850704023059,"370850704023034, 370850704023035, 370850704023058, 370850704023057, 370850704023060, 370850704023055, 370850704023056, 370850704023036"
371010402042011,"371010402042015, 371010402042016, 371010402042012, 371010402042013, 371270115011072, 371010402042010, 371270115011070, 371010402042009, 371270115011071"
371010402083001,"371010402082001, 371010402082003, 371010402083006, 371010402083004, 371010402083002, 371010402083003, 371010402052009, 371010402083000, 371010402052008, 371010402093008, 371010402083005, 371010402093013, 371010402093012, 371010402093011"
370839307011026,"370839306001024, 370839306001017, 370839307011033, 370839307011028, 370839307011025, 370839307011023, 370839307011027"
371010411122007,"371010411122018, 371010411121019, 371010411121016, 371010411122017, 371010411122003, 371010411122014, 371010411122015, 371010411122009, 371010411122013, 371010411122008, 371010411122010, 371010411122004, 371010411122011, 371010411122002, 371010411122012, 371010411122005, 371010411121012, 371010411121015"
371010414012035,"371010414012053, 371010414012044, 371010414012033, 371010414012034, 371010414012018, 371010414012036, 371010414012016"
371010409031031,"371010409041001, 371010409031065, 371010409043015, 371010409031027, 371010409031032, 371010409031030, 371010409043014, 371010409031024"
370499610032028,370499610032025
371010406002055,"371010406002059, 371010406002040, 371010406002045, 371010406002047, 371010406002046, 371010406002067, 371010406002054, 371010406002053, 371010406002060, 371010406002041, 371010406002061, 371010406002058, 371010406002057, 371010406002056"
370839309012004,"370839309024020, 370839309012003, 370839309012002"
371010402064003,"371010402064015, 371010402064014, 371010402064008, 371010402064016, 371010402064017, 371010402064007, 371010402064006, 371010402064005, 371010402064004, 371010402064002, 371010402054021, 371010402054016, 371010402064001"
371010402051012,"371010402093004, 371010402093002, 371010402051011"
370839311012019,"370839311012023, 370839311012020, 370839311012018, 370839311012017"
370839304002023,"370839304002025, 370839304002026, 370839304002024, 370839303005024, 370839304002022, 370839303005018"
370839302004016,"370839302004017, 370839302004024, 370839302004015, 370839302004010, 370839302004011, 370839302004012"
370839307022053,"370839307011004, 370839307022049, 370839307022052, 370839307022050, 370839307022051"
370839301004019,"370839301004018, 370839301004017, 370839304001044, 370839301004016, 370839306003014"
371010415054010,"371010415054018, 371010415054015, 371010415053009, 371010415054019, 371010415054009, 371010415053010, 371010415054011, 371010415054007"
371010404003016,"371010404003018, 371010404003019, 371010404003015, 371010404003017, 371010404003012, 371010404003011, 371010404003008, 371010404003009"
371010401021012,"371010401011006, 371010401021010, 371010401021011, 371010401011005, 371010401021013, 371010401011000, 371010401021003"
371010405012053,"371010405012068, 371010405012062, 371010405012066, 371010405012061, 371010405012047, 371010405012054, 371010405012063"
371070104002031,"371070104002011, 371070104002012, 371070104002013, 371070104002003, 371070104002030, 371070104002001"
371330028032000,"371330028021000, 371330028031000, 371330028032009, 371330028033001, 371330028033011, 371330028032002, 371330028032013, 371330028032001, 371330028032005, 371330028032006, 371330028033012, 371330028033000, 371330028033005, 371330025002025, 371330028032003, 371330028033004, 371330028033003, 371330001053014, 371330028032008, 371330025002024, 371330028032007, 371330028032004, 371330025002021, 371330001053002, 371330001053007, 371330001053010"
370839301004011,"370839301004037, 370839301004036, 370839301003021, 370839301004003, 370839301003010, 370839301001055, 370839301004020, 370839301004021, 370839301004012, 370839301003009, 370839301004004, 370839301004007"
371010412031005,"371010412031019, 371010412031006, 371010412031001, 371010412031022, 371010412032029, 371010412031020, 371010412031021, 371010412031004, 371010412031003"
370839302005007,"370839301001036, 370839302005009, 370839302005008, 370839302005010, 370839301001035, 370839302004021, 370839302004020, 370839301001005, 370839301001004, 370839302004019, 371319203012029, 370839302005000, 371319204013054"
370839306003019,"370839306003018, 370839306003022, 370839306003021, 370839306003020, 370839306003027, 370839306003007, 370839305042006"
370839310001023,"370839309011001, 370839309011000, 370839306001060, 370839310001021, 370839309011050, 370839310001027, 370839310001022, 370839310001026, 370839310001025, 370839310001024, 370839310001014"
370839308004049,"370839308004053, 370839308004054, 370839308004036, 370839308004058, 370839308004057, 370839308004048, 370839308004050, 370839308004043, 370839308004042"
370839305032017,"370839305041017, 370839307011000, 370839307022022, 370839305032015, 370839307022024"
370839311023053,"370839311024026, 370839311023039, 370839311024025"
370839305031009,"370839305011012, 370839305011007, 370839305011010, 370839305011009, 370839305031028, 370839305031023, 370839305031026, 370839305031010, 370839305031022, 370839305031029, 370839305031013, 370839305031012, 370839305031008, 370839305031011, 370839305031001, 370839305031007, 370839305031002"
371510314012013,"371510314012014, 371510314011028, 371510314011027, 371510314012009"
370839310003003,"370839310003012, 370839310003015, 370839310003014, 370839310003004, 370839310003002, 370839310003005, 370839310003000"
370839307023000,"370839307023006, 370839307023011, 370839307023004, 370839307023001, 370839307022045, 370839307023009, 370839307023010, 370839307023002, 371859501021038, 371859501021039, 371859501021040"
370839307022040,"370839307022045, 370839307022041, 370839307022037, 370839307022039, 370839307022042, 370839307022038, 370839307022043, 371859501021040, 371859501021033, 371859501021032, 371859501021006"
370839307023038,"371859501031000, 371859501021062, 370839307023037, 370839307023034, 370839307023020, 370839307023021, 371859501021057"
370839307022023,"370839307022022, 370839307022030, 370839307022017, 370839307022018"
370839307022025,"370839307022046, 370839307022024, 370839307022019"
370839311023003,"370839311023005, 370839311023004, 370839311023002, 370839311023001, 370839311023032, 370839309021032, 370839309021005"
370839310001046,"370839310001049, 370839310001050, 370839310001048, 370839310001043, 370839310001047, 370839310001044"
370850708023037,"370850708023034, 370850708023023, 370850708023036, 370850708023035, 370850708023024"
370839308004034,"370839308004031, 370839308004053, 370839308004035, 370839308004052, 370839308004036, 370839308004033, 370839308004026"
370839309011003,"370839309011002, 370839309011044, 370839309011001, 370839309011004, 370839309011000"
370839311024012,"370839311024009, 370839311023018, 370839311023051, 370839311023020, 370839311024008"
370839307011006,"370839307011009, 370839307011007, 370839307011008, 370839307011018, 370839307011004, 370839307022052"
370839308002025,"370839308003006, 370839308003004, 370839308002017, 370839308003007, 370839308002010, 370839308002008, 370839308002009, 370839308002006"
370839309011009,"370839309011024, 370839309011010, 370839306002026, 370839309011008, 370839309011025, 370839309011007, 370839306002011"
370839307021009,"370839307022041, 371859501021008, 370839307022042, 371859501021009, 370839307021010, 371859501021003, 371859501021001, 370839307021011, 370839307021012, 370839307021007, 371859501021000, 371859501021006, 371859501021005, 371319204022021"
370839310001016,"370839310001014, 370839310001011, 370839310001056, 370839310001015, 370839310001018, 370839310001017, 370839306001036, 370839310001012, 370839306001035, 370839310001010, 370839306004009"
370839305042022,"370839306004016, 370839306004012, 370839306004010, 370839305042024, 370839305042018, 370839305042023, 370839305042021, 370839305042016, 370839305042017"
371510309002029,"371510309002024, 371510309002025, 371510309002021, 371510309002026, 371510309002030, 371510309002027, 371510309002010"
370839305031010,"370839305031028, 370839305031026, 370839305031013, 370839305031009"
370850712042007,"370850712042006, 370850712042038"
370839308004015,"370839308003018, 370839308004030, 370839308004027, 370839308003017, 370839308004013, 370839308004016, 370839308004017, 370839308003000"
371010411042006,"371010409053010, 371010411044011, 371010411061000, 371010411044012, 371010411081001, 371010411042005, 371010411052006, 371010411044005, 371010411042000"
370839308004021,"370839308004019, 370839308004020, 370839309024009, 370839308004007, 370839308004008, 370839308004001, 370839308004002"
370839306002003,"370839306002016, 370839306002000, 370839306002005, 370839306002004, 370839306001047, 370839306001048, 370839306001046, 370839306001023, 370839306001022"
370839310002050,"370839310001025, 370839310001024, 370839310002046, 370839310002047, 370839310002048, 370839310002049, 370839310001014, 370839310001055"
370839309024002,"370839309024013, 370839309024001, 370839309024003, 370839309012000, 370839309011038, 370839309011039, 370839309011040"
370839308004009,"370839308004019, 370839308004020, 370839308004018, 370839308004017, 370839308004010, 370839308004008, 370839308004002, 370839308004003"
370839303005020,"370839305012000, 370839303005019, 370839305011022, 370839303005021, 370839305013000, 370839303005022"
370839310002041,"370839310002044, 370839310002040, 370839310002042, 370839310002021, 370839310002018, 370839310002020"
370839308003001,"370839308004013, 370839308003000, 370839308002020, 370839308002021, 370839308004014"
370839304002028,"370839304002035, 370839304002036, 370839304002027, 370839304002016, 370839304002017, 370839304002018"
370839309024001,"370839309024012, 370839309024015, 370839309024016, 370839309024013, 370839309024000, 370839309024002, 370839309024003, 370839309012000, 370839309011038"
370839311024027,"370839311023039, 370839311024025, 370839311023040, 370839311023041"
370839306003018,"370839306004008, 370839306004000, 370839306003017, 370839306004001, 370839306003022, 370839306003019, 370839306003009, 370839306003027, 370839306003007"
370839304001021,"370839304001016, 370839304001017, 370839304001019, 370839304001020, 370839304001010, 370839304001008"
370839309024045,"370839309024043, 370839309024028, 370839309024044, 370839309023013, 370839309023027, 370839309023014"
370839311022014,"370839311024000, 370839311022010, 370839311022015, 370839311022012, 370839311022006, 370839311022007, 370839311022005, 370159603002009, 370159603002010"
